#kind	map	portal	v83_route	v84_route	v83_destination	v84_destination	distance
DESTINATION_SLOT_CHANGED	103000001	out00	out00->103000000/in01	out00->103000000/in01	103000000/in01[25]@-1725,6	103000000/ph02[25]@2030,309	3767.2
DESTINATION_SLOT_CHANGED	103000002	out00	out00->103000000/in02	out00->103000000/in02	103000000/in02[26]@1008,0	103000000/in01[26]@-1725,6	2733.0
DESTINATION_SLOT_CHANGED	103000003	out00	out00->103000000/in03	out00->103000000/in03	103000000/in03[27]@1404,156	103000000/in02[27]@1008,0	425.6
DESTINATION_SLOT_CHANGED	103000004	out00	out00->103000000/in04	out00->103000000/in04	103000000/in04[28]@-761,115	103000000/in03[28]@1404,156	2165.4
DESTINATION_SLOT_CHANGED	103000005	out00	out00->103000000/in05	out00->103000000/in05	103000000/in05[29]@192,-100	103000000/in04[29]@-761,115	977.0
DESTINATION_SLOT_CHANGED	103000006	out00	out00->103000000/in06	out00->103000000/in06	103000000/in06[30]@255,-334	103000000/in05[30]@192,-100	242.3
DESTINATION_SLOT_CHANGED	103000006	out01	out01->103000000/in06_1	out01->103000000/in06_1	103000000/in06_1[31]@444,-492	103000000/in06[31]@255,-334	246.3
DESTINATION_SLOT_CHANGED	103010000	top00	top00->103000000/west00	top00->103000000/west00	103000000/west00[40]@-2279,153	103000000/east00[40]@2512,-204	4804.3
DESTINATION_SLOT_CHANGED	104040000	east00	east00->100000000/west00	east00->100000000/west00	100000000/west00[20]@-922,272	100000000/gm04[20]@646,269	1568.0
DESTINATION_SLOT_CHANGED	105040000	under00	under00->105040300/west00	under00->105040300/west00	105040300/west00[15]@-85,74	105040300/in00[15]@1238,253	1335.1
DESTINATION_SLOT_CHANGED	105040300	hide00	hide00->105040300/hide01	hide00->105040300/hide01	105040300/hide01[13]@989,-48	105040300/hide00[13]@815,255	349.4
DESTINATION_SLOT_CHANGED	105040300	hide01	hide01->105040300/hide00	hide01->105040300/hide00	105040300/hide00[12]@815,255	105040300/unityPortal2[12]@1291,-161	632.2
DESTINATION_SLOT_CHANGED	105040301	out00	out00->105040300/in00	out00->105040300/in00	105040300/in00[14]@1238,253	105040300/hide01[14]@989,-48	390.6
DESTINATION_SLOT_CHANGED	105040400	out00	out00->105040300/in01	out00->105040300/in01	105040300/in01[17]@657,-375	105040300/east00[17]@1768,376	1341.0
DESTINATION_SLOT_CHANGED	105050000	west00	west00->105040300/east00	west00->105040300/east00	105040300/east00[16]@1768,376	105040300/west00[16]@-85,74	1877.4
DESTINATION_SLOT_CHANGED	106000000	east00	east00->102000000/under00	east00->102000000/under00	102000000/under00[24]@2824,1931	102000000/west00[24]@67,1686	2767.9
DESTINATION_SLOT_CHANGED	106010000	west00	west00->100000000/east10	west00->100000000/east10	100000000/east10[22]@6073,-176	100000000/east00[22]@5907,455	652.5
DESTINATION_SLOT_CHANGED	106010100	in00	in00->106010101/out00	in00->106010101/out00	106010101/out00[5]@-390,274	106010101/in00[5]@92,-535	941.7
DESTINATION_SLOT_CHANGED	106010102	out00	out00->106010101/in00	out00->106010101/in00	106010101/in00[4]@92,-535	106010101/out00[4]@-442,273	968.5
DESTINATION_SLOT_CHANGED	106010103	out00	out00->106010102/in03	out00->106010102/in03	106010102/in03[3]@69,204	106010102/out00[3]@-363,304	443.4
DESTINATION_SLOT_CHANGED	106010104	out00	out00->106010102/in04	out00->106010102/in04	106010102/in04[4]@405,208	106010102/in03[4]@63,209	342.0
DESTINATION_SLOT_CHANGED	106010105	out00	out00->106010102/in05	out00->106010102/in05	106010102/in05[5]@87,-76	106010102/in04[5]@401,212	426.1
DESTINATION_SLOT_CHANGED	106010106	out00	out00->106010102/in06	out00->106010102/in06	106010102/in06[6]@88,-250	106010102/in05[6]@75,-66	184.5
DESTINATION_SLOT_CHANGED	107000000	west00	west00->103000000/mid00	west00->103000000/mid00	103000000/mid00[32]@-849,373	103000000/in06_1[32]@444,-492	1555.7
DESTINATION_SLOT_CHANGED	120000000	nt00	nt00->120000000/nt01	nt00->120000000/nt01	120000000/nt01[3]@4061,-620	120000000/nt00[3]@-388,-44	4486.1
DESTINATION_SLOT_CHANGED	120000000	nt01	nt01->120000000/nt00	nt01->120000000/nt00	120000000/nt00[2]@-388,-44	120000000/unityPortal2[2]@3856,14	4244.4
DESTINATION_SLOT_CHANGED	120000000	cp00	cp00->120000000/cp01	cp00->120000000/cp01	120000000/cp01[5]@1621,-684	120000000/cp00[5]@2588,-256	1057.5
DESTINATION_SLOT_CHANGED	120000000	cp01	cp01->120000000/cp00	cp01->120000000/cp00	120000000/cp00[4]@2588,-256	120000000/nt01[4]@4061,-620	1517.3
DESTINATION_SLOT_CHANGED	120000000	pt00	pt00->120000000/pt01	pt00->120000000/pt01	120000000/pt01[7]@4486,-808	120000000/pt00[7]@4693,-888	221.9
DESTINATION_SLOT_CHANGED	120000000	pt01	pt01->120000000/pt02	pt01->120000000/pt02	120000000/pt02[8]@4225,-777	120000000/pt01[8]@4486,-808	262.8
DESTINATION_SLOT_CHANGED	120000000	pt02	pt02->120000000/pt00	pt02->120000000/pt00	120000000/pt00[6]@4693,-888	120000000/cp01[6]@1621,-684	3078.8
DESTINATION_SLOT_CHANGED	120000200	out00	out00->120000000/in00	out00->120000000/in00	120000000/in00[9]@2334,141	120000000/pt02[9]@4225,-777	2102.0
DESTINATION_SLOT_CHANGED	193000000	out00	out00->103000000/pc00	out00->103000000/pc00	103000000/pc00[33]@1346,19	103000000/mid00[33]@-849,373	2223.4
DESTINATION_SLOT_CHANGED	200000000	west00	west00->200000200/east00	west00->200000200/east00	200000200/east00[3]@317,141	200000200/hide1_1[3]@-901,-1768	2264.5
DESTINATION_SLOT_CHANGED	200000200	hide1	hide1->200000200/hide1_1	hide1->200000200/hide1_1	200000200/hide1_1[2]@-901,-1768	200000200/hide1[2]@-749,-845	935.4
DESTINATION_SLOT_CHANGED	200000200	hide1_1	hide1_1->200000200/hide1	hide1_1->200000200/hide1	200000200/hide1[1]@-749,-845	200000200/unityPortal2[1]@-250,141	1105.1
DESTINATION_SLOT_CHANGED	200000201	out00	out00->200000200/in00	out00->200000200/in00	200000200/in00[5]@-171,-69	200000200/in01[5]@-1649,-188	1482.8
DESTINATION_SLOT_CHANGED	200000202	out00	out00->200000200/in01	out00->200000200/in01	200000200/in01[4]@-1649,-188	200000200/east00[4]@317,141	1993.3
DESTINATION_SLOT_CHANGED	200000203	out00	out00->200000200/in02	out00->200000200/in02	200000200/in02[6]@-203,-749	200000200/in00[6]@-171,-69	680.8
DESTINATION_SLOT_CHANGED	200080500	under00	under00->200080600/top00	under00->200080600/top00	200080600/top00[5]@-255,-1703	200080600/under00[5]@-244,90	1793.0
DESTINATION_SLOT_CHANGED	200080700	top00	top00->200080600/under00	top00->200080600/under00	200080600/under00[4]@-244,90	200080600/top00[4]@-255,-1703	1793.0
DESTINATION_SLOT_CHANGED	211000000	h002	h002->211000000/h002_1	h002->211000000/h002_1	211000000/h002_1[12]@438,-98	211000000/h002[12]@-3149,94	3592.1
DESTINATION_SLOT_CHANGED	211000000	h002_1	h002_1->211000000/h002	h002_1->211000000/h002	211000000/h002[11]@-3149,94	211000000/unityPortal2[11]@-1361,83	1788.0
DESTINATION_SLOT_CHANGED	211000001	out00	out00->211000000/in01	out00->211000000/in01	211000000/in01[14]@84,-596	211000000/east00[14]@1588,-28	1607.7
DESTINATION_SLOT_CHANGED	211000100	out00	out00->211000000/in00	out00->211000000/in00	211000000/in00[16]@-1073,92	211000000/west00[16]@-3871,89	2798.0
DESTINATION_SLOT_CHANGED	211000200	east00	east00->211000000/west00	east00->211000000/west00	211000000/west00[15]@-3871,89	211000000/in01[15]@84,-596	4013.9
DESTINATION_SLOT_CHANGED	211010000	west00	west00->211000000/east00	west00->211000000/east00	211000000/east00[13]@1588,-28	211000000/h002_1[13]@438,-98	1152.1
DESTINATION_SLOT_CHANGED	220000000	ph00_1	ph00_1->220000000/ph00	ph00_1->220000000/ph00	220000000/ph00[10]@367,45	220000000/ph00_1[10]@242,-706	761.3
DESTINATION_SLOT_CHANGED	220000000	ph00	ph00->220000000/ph00_1	ph00->220000000/ph00_1	220000000/ph00_1[9]@242,-706	220000000/unityPortal2[9]@-389,-194	812.6
DESTINATION_SLOT_CHANGED	220000000	ph01_1	ph01_1->220000000/ph01	ph01_1->220000000/ph01	220000000/ph01[14]@-2430,-18	220000000/ph01_1[14]@544,-257	2983.6
DESTINATION_SLOT_CHANGED	220000000	ph01	ph01->220000000/ph01_1	ph01->220000000/ph01_1	220000000/ph01_1[13]@544,-257	220000000/st00[13]@-1162,-621	1744.4
DESTINATION_SLOT_CHANGED	220000000	west00	west00->220000300/east00	west00->220000300/east00	220000300/east00[7]@2684,101	220000300/west00[7]@-3340,101	6024.0
DESTINATION_SLOT_CHANGED	220000000	ev00	ev00->220000000/ev99	ev00->220000000/ev99	220000000/ev99[20]@1108,104	220000000/wd00[20]@1828,99	720.0
DESTINATION_SLOT_CHANGED	220000000	ev01	ev01->220000000/ev99	ev01->220000000/ev99	220000000/ev99[20]@1108,104	220000000/wd00[20]@1828,99	720.0
DESTINATION_SLOT_CHANGED	220000000	ev02	ev02->220000000/ev99	ev02->220000000/ev99	220000000/ev99[20]@1108,104	220000000/wd00[20]@1828,99	720.0
DESTINATION_SLOT_CHANGED	220000000	ev03	ev03->220000000/ev99	ev03->220000000/ev99	220000000/ev99[20]@1108,104	220000000/wd00[20]@1828,99	720.0
DESTINATION_SLOT_CHANGED	220000000	ev04	ev04->220000000/ev99	ev04->220000000/ev99	220000000/ev99[20]@1108,104	220000000/wd00[20]@1828,99	720.0
DESTINATION_SLOT_CHANGED	220000000	ev05	ev05->220000000/ev99	ev05->220000000/ev99	220000000/ev99[20]@1108,104	220000000/wd00[20]@1828,99	720.0
DESTINATION_SLOT_CHANGED	220000000	ev07	ev07->220000000/ev99	ev07->220000000/ev99	220000000/ev99[20]@1108,104	220000000/wd00[20]@1828,99	720.0
DESTINATION_SLOT_CHANGED	220000001	out00	out00->220000000/in01	out00->220000000/in01	220000000/in01[26]@1466,-677	220000000/tower00[26]@-96,29	1714.1
DESTINATION_SLOT_CHANGED	220000002	out00	out00->220000000/in02	out00->220000000/in02	220000000/in02[27]@942,-616	220000000/in01[27]@1466,-677	527.5
DESTINATION_SLOT_CHANGED	220000003	out00	out00->220000000/in03	out00->220000000/in03	220000000/in03[28]@-597,-704	220000000/in02[28]@942,-616	1541.5
DESTINATION_SLOT_CHANGED	220000004	out00	out00->220000000/in04	out00->220000000/in04	220000000/in04[29]@-1375,77	220000000/in03[29]@-597,-704	1102.4
DESTINATION_SLOT_CHANGED	220000005	out00	out00->220000000/in05	out00->220000000/in05	220000000/in05[30]@1564,83	220000000/in04[30]@-1375,77	2939.0
DESTINATION_SLOT_CHANGED	220000006	out00	out00->220000000/in06	out00->220000000/in06	220000000/in06[23]@-1671,-318	220000000/station00[23]@2024,-679	3712.6
DESTINATION_SLOT_CHANGED	220000100	out00	out00->220000000/station00	out00->220000000/station00	220000000/station00[22]@2024,-679	220000000/west00[22]@-3498,103	5577.1
DESTINATION_SLOT_CHANGED	220000300	h000	h000->220000300/h001	h000->220000300/h001	220000300/h001[5]@-2613,102	220000300/h000[5]@2473,103	5086.0
DESTINATION_SLOT_CHANGED	220000300	h001	h001->220000300/h000	h001->220000300/h000	220000300/h000[4]@2473,103	220000300/scr00[4]@-1674,106	4147.0
DESTINATION_SLOT_CHANGED	220000300	east00	east00->220000000/west00	east00->220000000/west00	220000000/west00[21]@-3498,103	220000000/ev99[21]@1108,104	4606.0
DESTINATION_SLOT_CHANGED	220000301	out00	out00->220000300/in00	out00->220000300/in00	220000300/in00[8]@-2269,66	220000300/east00[8]@2684,101	4953.1
DESTINATION_SLOT_CHANGED	220000302	out00	out00->220000300/in01	out00->220000300/in01	220000300/in01[9]@-1275,62	220000300/in00[9]@-2269,66	994.0
DESTINATION_SLOT_CHANGED	220000303	out00	out00->220000300/in02	out00->220000300/in02	220000300/in02[10]@-582,54	220000300/in01[10]@-1275,62	693.0
DESTINATION_SLOT_CHANGED	220000304	out00	out00->220000300/in03	out00->220000300/in03	220000300/in03[11]@-1,56	220000300/in02[11]@-582,54	581.0
DESTINATION_SLOT_CHANGED	220000305	out00	out00->220000300/in04	out00->220000300/in04	220000300/in04[12]@1186,103	220000300/in03[12]@-1,56	1187.9
DESTINATION_SLOT_CHANGED	220000306	out00	out00->220000300/in05	out00->220000300/in05	220000300/in05[13]@1464,60	220000300/in04[13]@1186,103	281.3
DESTINATION_SLOT_CHANGED	220000307	out00	out00->220000300/in06	out00->220000300/in06	220000300/in06[14]@2008,103	220000300/in05[14]@1464,60	545.7
DESTINATION_SLOT_CHANGED	220000400	east00	east00->220000300/west00	east00->220000300/west00	220000300/west00[6]@-3340,101	220000300/h001[6]@-2613,102	727.0
DESTINATION_SLOT_CHANGED	220000500	west00	west00->220000000/east00	west00->220000000/east00	220000000/east00[24]@2386,102	220000000/in06[24]@-1671,-318	4078.7
DESTINATION_SLOT_CHANGED	220010500	top00	top00->220000000/tower00	top00->220000000/tower00	220000000/tower00[25]@-96,29	220000000/east00[25]@2386,102	2483.1
DESTINATION_SLOT_CHANGED	221000000	h002	h002->221000000/h003	h002->221000000/h003	221000000/h003[4]@5150,-26	221000000/h002[4]@1413,156	3741.4
DESTINATION_SLOT_CHANGED	221000000	h003	h003->221000000/h002	h003->221000000/h002	221000000/h002[3]@1413,156	221000000/unityPortal2[3]@6160,158	4747.0
DESTINATION_SLOT_CHANGED	221000000	h000	h000->221000000/h001	h000->221000000/h001	221000000/h001[8]@739,156	221000000/h000[8]@-149,152	888.0
DESTINATION_SLOT_CHANGED	221000000	h001	h001->221000000/h000	h001->221000000/h000	221000000/h000[7]@-149,152	221000000/west00[7]@-629,155	480.0
DESTINATION_SLOT_CHANGED	221000100	out00	out00->221000000/in00	out00->221000000/in00	221000000/in00[9]@4011,-202	221000000/h001[9]@739,156	3291.5
DESTINATION_SLOT_CHANGED	221000400	west00	west00->221000000/east00	west00->221000000/east00	221000000/east00[10]@6231,-683	221000000/in00[10]@4011,-202	2271.5
DESTINATION_SLOT_CHANGED	221030000	east00	east00->221000000/west00	east00->221000000/west00	221000000/west00[6]@-629,155	221000000/st00[6]@3107,-146	3748.1
DESTINATION_SLOT_CHANGED	222000000	ph00	ph00->222000000/ph00_1	ph00->222000000/ph00_1	222000000/ph00_1[17]@2557,285	222000000/ph00[17]@-2181,236	4738.3
DESTINATION_SLOT_CHANGED	222000000	ph00_1	ph00_1->222000000/ph00	ph00_1->222000000/ph00	222000000/ph00[16]@-2181,236	222000000/unityPortal2[16]@2568,-208	4769.7
DESTINATION_SLOT_CHANGED	240000000	h001	h001->240000000/h002	h001->240000000/h002	240000000/h002[5]@-1065,392	240000000/h001[5]@2141,394	3206.0
DESTINATION_SLOT_CHANGED	240000000	h002	h002->240000000/h001	h002->240000000/h001	240000000/h001[4]@2141,394	240000000/unityPortal2[4]@-409,93	2567.7
DESTINATION_SLOT_CHANGED	240000001	out00	out00->240000000/in01	out00->240000000/in01	240000000/in01[11]@-95,224	240000000/in00[11]@-683,398	613.2
DESTINATION_SLOT_CHANGED	240000002	out00	out00->240000000/in00	out00->240000000/in00	240000000/in00[10]@-683,398	240000000/east00[10]@2730,418	3413.1
DESTINATION_SLOT_CHANGED	240000003	out00	out00->240000000/in02	out00->240000000/in02	240000000/in02[12]@1107,418	240000000/in01[12]@-95,224	1217.6
DESTINATION_SLOT_CHANGED	240000004	out00	out00->240000000/in03	out00->240000000/in03	240000000/in03[13]@1825,375	240000000/in02[13]@1107,418	719.3
DESTINATION_SLOT_CHANGED	240000005	out00	out00->240000000/in04	out00->240000000/in04	240000000/in04[14]@-956,-211	240000000/in03[14]@1825,375	2842.1
DESTINATION_SLOT_CHANGED	240000006	out00	out00->240000000/in05	out00->240000000/in05	240000000/in05[15]@-727,-211	240000000/in04[15]@-956,-211	229.0
DESTINATION_SLOT_CHANGED	240000100	west00	west00->240000000/east01	west00->240000000/east01	240000000/east01[8]@2698,-363	240000000/west00[8]@-2277,421	5036.4
DESTINATION_SLOT_CHANGED	240010000	east00	east00->240000000/west00	east00->240000000/west00	240000000/west00[7]@-2277,421	240000000/wd00[7]@-1993,419	284.0
DESTINATION_SLOT_CHANGED	240011000	west00	west00->240000000/east00	west00->240000000/east00	240000000/east00[9]@2730,418	240000000/east01[9]@2698,-363	781.7
DESTINATION_SLOT_CHANGED	250000000	h004	h004->250000000/h005	h004->250000000/h005	250000000/h005[12]@-138,46	250000000/h004[12]@-3380,49	3242.0
DESTINATION_SLOT_CHANGED	250000000	h005	h005->250000000/h006	h005->250000000/h006	250000000/h006[14]@1443,-496	250000000/st00[14]@-293,-554	1737.0
DESTINATION_SLOT_CHANGED	250000000	h006	h006->250000000/h004	h006->250000000/h004	250000000/h004[11]@-3380,49	250000000/unityPortal2[11]@887,-548	4308.6
DESTINATION_SLOT_CHANGED	250000001	out00	out00->250000000/in00	out00->250000000/in00	250000000/in00[18]@-3607,-92	250000000/west00[18]@-4150,-150	546.1
DESTINATION_SLOT_CHANGED	250000002	out00	out00->250000000/in01	out00->250000000/in01	250000000/in01[19]@-516,48	250000000/in00[19]@-3607,-92	3094.2
DESTINATION_SLOT_CHANGED	250000003	out00	out00->250000000/in02	out00->250000000/in02	250000000/in02[20]@-2355,-278	250000000/in01[20]@-516,48	1867.7
DESTINATION_SLOT_CHANGED	250000100	west00	west00->250000000/east00	west00->250000000/east00	250000000/east00[16]@2186,-73	250000000/wd00[16]@320,-498	1913.8
DESTINATION_SLOT_CHANGED	250010000	east00	east00->250000000/west00	east00->250000000/west00	250000000/west00[17]@-4150,-150	250000000/east00[17]@2186,-73	6336.5
DESTINATION_SLOT_CHANGED	251000000	ph00	ph00->251000000/ph00_1	ph00->251000000/ph00_1	251000000/ph00_1[8]@677,110	251000000/ph00[8]@-992,-63	1677.9
DESTINATION_SLOT_CHANGED	251000000	ph00_1	ph00_1->251000000/ph00	ph00_1->251000000/ph00	251000000/ph00[7]@-992,-63	251000000/unityPortal2[7]@-1032,242	307.6
DESTINATION_SLOT_CHANGED	260000000	h000	h000->260000000/h001	h000->260000000/h001	260000000/h001[20]@-441,271	260000000/h000[20]@-2084,272	1643.0
DESTINATION_SLOT_CHANGED	260000000	h001	h001->260000000/h000	h001->260000000/h000	260000000/h000[19]@-2084,272	260000000/unityPortal2[19]@871,280	2955.0
DESTINATION_SLOT_CHANGED	260000100	out00	out00->260000000/ship00	out00->260000000/ship00	260000000/ship00[26]@-878,272	260000000/west00[26]@-2570,272	1692.0
DESTINATION_SLOT_CHANGED	260000110	out00	out00->260000000/ship00	out00->260000000/ship00	260000000/ship00[26]@-878,272	260000000/west00[26]@-2570,272	1692.0
DESTINATION_SLOT_CHANGED	260000200	out00	out00->260000000/house00	out00->260000000/house00	260000000/house00[27]@226,272	260000000/ship00[27]@-878,272	1104.0
DESTINATION_SLOT_CHANGED	260000300	out00	out00->260000000/castle00	out00->260000000/castle00	260000000/castle00[21]@614,273	260000000/h001[21]@-441,271	1055.0
DESTINATION_SLOT_CHANGED	260010000	east00	east00->260000000/west00	east00->260000000/west00	260000000/west00[25]@-2570,272	260000000/market00[25]@433,273	3003.0
DESTINATION_SLOT_CHANGED	260010700	west00	west00->260000000/east00	west00->260000000/east00	260000000/east00[22]@2757,274	260000000/castle00[22]@614,273	2143.0
DESTINATION_SLOT_CHANGED	260020000	west00	west00->260000000/east01	west00->260000000/east01	260000000/east01[23]@1985,272	260000000/east00[23]@2757,274	772.0
DESTINATION_SLOT_CHANGED	260020700	east00	east00->261000000/west00	east00->261000000/west00	261000000/west00[24]@351,188	261000000/sec10[24]@2710,-611	2490.6
DESTINATION_SLOT_CHANGED	261000000	sec00	sec00->261000000/sec01	sec00->261000000/sec01	261000000/sec01[16]@3306,190	261000000/sec00[16]@-3126,193	6432.0
DESTINATION_SLOT_CHANGED	261000000	sec01	sec01->261000000/sec00	sec01->261000000/sec00	261000000/sec00[15]@-3126,193	261000000/unityPortal2[15]@765,-163	3907.3
DESTINATION_SLOT_CHANGED	261000000	sec02	sec02->261000000/sec03	sec02->261000000/sec03	261000000/sec03[18]@-1574,-304	261000000/sec02[18]@-2172,-347	599.5
DESTINATION_SLOT_CHANGED	261000000	sec03	sec03->261000000/sec08	sec03->261000000/sec08	261000000/sec08[21]@-474,-108	261000000/sec05[21]@1157,191	1658.2
DESTINATION_SLOT_CHANGED	261000000	sec04	sec04->261000000/sec05	sec04->261000000/sec05	261000000/sec05[20]@1157,191	261000000/sec04[20]@-750,190	1907.0
DESTINATION_SLOT_CHANGED	261000000	sec05	sec05->261000000/sec04	sec05->261000000/sec04	261000000/sec04[19]@-750,190	261000000/sec03[19]@-1574,-304	960.7
DESTINATION_SLOT_CHANGED	261000000	sec08	sec08->261000000/sec09	sec08->261000000/sec09	261000000/sec09[22]@2293,-412	261000000/sec08[22]@-474,-108	2783.6
DESTINATION_SLOT_CHANGED	261000000	sec09	sec09->261000000/sec10	sec09->261000000/sec10	261000000/sec10[23]@2710,-611	261000000/sec09[23]@2293,-412	462.0
