archive	add_list_path	reason	read_by	benign_because
Character	Character.wz/TamingMob/01902040.img/stand2/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/stand2/5/5	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk1/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk1/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk1/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk1/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk1/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk1/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk2/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk2/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk2/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk2/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk2/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902040.img/walk2/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/2/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/3/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/4/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/5/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/fly/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/jump/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/jump/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/ladder/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/ladder/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/ladder/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/ladder/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/ladder/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/ladder/3	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/ladder/4	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/ladder/5	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/prone/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/rope/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/rope/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/rope/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/rope/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/rope/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/rope/3	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/rope/4	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/rope/5	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/2/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/3/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/4/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/5/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand1/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/2/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/3/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/4/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/5/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/stand2/5/5	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/tired/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/2/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/3/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/4/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/5/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk1/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/2/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/3/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/4/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/5/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902041.img/walk2/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/fly/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/fly/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/fly/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/fly/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/fly/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/fly/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/jump/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/ladder/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/ladder/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/ladder/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/ladder/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/ladder/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/ladder/3	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/ladder/4	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/ladder/5	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/prone/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/rope/0/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/rope/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/rope/1/1	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/rope/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/rope/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/rope/3	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/rope/4	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/rope/5	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand1/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand1/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand1/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand1/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand1/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand1/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand2/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand2/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand2/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand2/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand2/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/stand2/5/5	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/tired/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk1/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk1/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk1/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk1/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk1/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk1/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk2/0/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk2/1/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk2/2/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk2/3/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk2/4/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01902042.img/walk2/5/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01912033.img/1902040/ladder/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01912033.img/1902040/ladder/3	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01912033.img/1902040/ladder/4	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01912033.img/1902040/ladder/5	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01912033.img/1902040/rope/2	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01912033.img/1902040/rope/3	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01912033.img/1902040/rope/4	NODE_ABSENT	client	
Character	Character.wz/TamingMob/01912033.img/1902040/rope/5	NODE_ABSENT	client	
Effect	Effect.wz/BasicEff.img/DragonChanged	NODE_ABSENT	client	
Effect	Effect.wz/BasicEff.img/dragonFury	NODE_ABSENT	client	
Effect	Effect.wz/CharacterEff.img/1102232	NODE_ABSENT	client	
Effect	Effect.wz/OnUserEff.img/guideEffect/evanTutorial	NODE_ABSENT	client	
Effect	Effect.wz/OnUserEff.img/itemEffect/elf	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/101	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/102	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/103	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/104	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/105	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/106	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/107	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/108	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/109	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/110	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/111	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/112	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/113	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/114	NODE_ABSENT	client	
Effect	Effect.wz/SetEff.img/115	NODE_ABSENT	client	
Effect	Effect.wz/Summon.img/23/delay	NODE_ABSENT	client	
Effect	Effect.wz/Summon.img/30	NODE_ABSENT	client	
Etc	Etc.wz/Commodity.img/0/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/10/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/100/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1000/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1001/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1002/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1003/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1004/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1005/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1006/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1007/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1008/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1009/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/101/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1010/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1011/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1012/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1013/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1014/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1015/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1016/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1017/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1018/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1019/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/102/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1020/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1021/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1022/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1023/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1024/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1025/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1026/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1027/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1028/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1029/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/103/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1030/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1031/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1032/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1033/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1034/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1035/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1036/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1037/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1038/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1039/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/104/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1040/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1041/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1042/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1043/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1044/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1045/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1046/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1047/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1048/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1049/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/105/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1050/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1051/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1052/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1053/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1054/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1055/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1056/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1057/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1058/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1059/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/106/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1060/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
Etc	Etc.wz/Commodity.img/1061/Bonus	NODE_ABSENT	benign	CashShop.java:243-248 reads only SN/ItemId/Price/Period/Count/OnSale
