item_id	item_name	category	add_list_path	sources_found	bucket	verdict	note
33152	Orange Evan Hair (M)	Hair	Character.wz/Hair/00033152.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
33153	Blond Evan Hair (M)	Hair	Character.wz/Hair/00033153.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
33154	Silver Evan Hair (M)	Hair	Character.wz/Hair/00033154.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
33155	Blue Evan Hair (M)	Hair	Character.wz/Hair/00033155.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
33156	Purple Evan Hair (M)	Hair	Character.wz/Hair/00033156.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
33157	Brown Evan Hair (M)	Hair	Character.wz/Hair/00033157.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34040		Hair	Character.wz/Hair/00034040.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34041		Hair	Character.wz/Hair/00034041.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34042		Hair	Character.wz/Hair/00034042.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34043		Hair	Character.wz/Hair/00034043.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34044		Hair	Character.wz/Hair/00034044.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34045		Hair	Character.wz/Hair/00034045.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34046		Hair	Character.wz/Hair/00034046.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34047		Hair	Character.wz/Hair/00034047.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34060	Black Bow Hair	Hair	Character.wz/Hair/00034060.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34061	Red Bow Hair	Hair	Character.wz/Hair/00034061.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34062	Orange Bow Hair	Hair	Character.wz/Hair/00034062.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34063	Blonde Bow Hair	Hair	Character.wz/Hair/00034063.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34064	Green Bow Hair	Hair	Character.wz/Hair/00034064.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34065	Blue Bow Hair	Hair	Character.wz/Hair/00034065.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34066	Purple Bow Hair	Hair	Character.wz/Hair/00034066.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
34067	Brown Bow Hair	Hair	Character.wz/Hair/00034067.img		cosmetic_hair_face	COSMETIC_NOT_APPLICABLE	beauty-shop content: applied by an NPC from Character.wz, never an item
1003010	Dancing Blue Butterfly	Cap	Character.wz/Cap/01003010.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1003029	Former Hero Female Face	Cap	Character.wz/Cap/01003029.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1003030	Former Hero Male Face	Cap	Character.wz/Cap/01003030.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1003043	순록의 뿔	Cap	Character.wz/Cap/01003043.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1003058	Christmas Hairpin	Cap	Character.wz/Cap/01003058.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1003074	Strawberry Hat	Cap	Character.wz/Cap/01003074.img	cashshop(SN 20000656 OnSale=0)	equip_armor	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 20000656 is inside a CashPackage.img package
1003079	Green Leaf Hat	Cap	Character.wz/Cap/01003079.img	cashshop(SN 20000657 OnSale=0)	equip_armor	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 20000657 is inside a CashPackage.img package
1003090	Pink Bean Hairband	Cap	Character.wz/Cap/01003090.img		equip_armor	PARITY_GAP	
1012161	루돌프의 빛나는 코	Accessory	Character.wz/Accessory/01012161.img		equip_accessory	PARITY_GAP	
1022097	Dragon Glasses	Accessory	Character.wz/Accessory/01022097.img	questreward(10482 end 200906010000,28346 end 201005050000 - all expired)	equip_accessory	PARITY_GAP	
1042180	Checkered Shirt	Coat	Character.wz/Coat/01042180.img		equip_armor	PARITY_GAP	
1050161	Bunny Boy	Longcoat	Character.wz/Longcoat/01050161.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1051200	Bunny Girl	Longcoat	Character.wz/Longcoat/01051200.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1051208	Strawberry Girl	Longcoat	Character.wz/Longcoat/01051208.img	cashshop(SN 20300392 OnSale=0)	equip_armor	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 20300392 is inside a CashPackage.img package
1052226	Former Hero Robe	Longcoat	Character.wz/Longcoat/01052226.img		equip_armor	PARITY_GAP	
1052231	Little Prince	Longcoat	Character.wz/Longcoat/01052231.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1052245	Green Leaf Overall	Longcoat	Character.wz/Longcoat/01052245.img	cashshop(SN 20300393 OnSale=0)	equip_armor	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 20300393 is inside a CashPackage.img package
1060138	Denim Shorts	Pants	Character.wz/Pants/01060138.img		equip_armor	PARITY_GAP	
1061160	Denim Skirt	Pants	Character.wz/Pants/01061160.img		equip_armor	PARITY_GAP	
1072418	Black Boots	Shoes	Character.wz/Shoes/01072418.img		equip_armor	PARITY_GAP	
1072425	Freud's Shoes	Shoes	Character.wz/Shoes/01072425.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1072438	Green Leaf Shoes	Shoes	Character.wz/Shoes/01072438.img	cashshop(SN 20600262 OnSale=0)	equip_armor	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 20600262 is inside a CashPackage.img package
1072439	Strawberry Shoes	Shoes	Character.wz/Shoes/01072439.img	cashshop(SN 20600263 OnSale=0)	equip_armor	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 20600263 is inside a CashPackage.img package
1082261	Freud's Gloves	Glove	Character.wz/Glove/01082261.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1082263	Bunny Gloves	Glove	Character.wz/Glove/01082263.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1082270	Lita's Ocean Gloves	Glove	Character.wz/Glove/01082270.img		equip_armor	PARITY_GAP	
1082271	Lita's Hero Gloves	Glove	Character.wz/Glove/01082271.img		equip_armor	PARITY_GAP	
1102231	Sirius Cape	Cape	Character.wz/Cape/01102231.img		equip_armor	CONTAINER_ONLY	container 2022652,2022653,2022654,2022655 | every container listed is itself unsourced
1102232	Little Prince Star	Cape	Character.wz/Cape/01102232.img		equip_armor	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1112909	Aura Ring	Ring	Character.wz/Ring/01112909.img		equip_accessory	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1112910	Aura Ring	Ring	Character.wz/Ring/01112910.img		equip_accessory	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1142166	2009루돌프의 훈장	Accessory	Character.wz/Accessory/01142166.img	questreward(10487 end 200912280000 - all expired)	equip_accessory	PARITY_GAP	
1142170	The 3rd Honorable Mesoranger	Accessory	Character.wz/Accessory/01142170.img		equip_accessory	PARITY_GAP	REQUIRED BY LIVE QUEST 19011 | Mesoranger medal. Quest 19011 is GM-only - V84-QUEST-SWEEP settled it: autoAccept + medalCategory 3, and its sole start requirement is possession of 1142170, which nothing grants because a GM handed it out.
1142171	Honorable Mesoranger	Accessory	Character.wz/Accessory/01142171.img		equip_accessory	PARITY_GAP	Mesoranger medal. Quest 19011 is GM-only - V84-QUEST-SWEEP settled it: autoAccept + medalCategory 3, and its sole start requirement is possession of 1142170, which nothing grants because a GM handed it out.
1142172	Honorable Mesoranger	Accessory	Character.wz/Accessory/01142172.img		equip_accessory	PARITY_GAP	Mesoranger medal. Quest 19011 is GM-only - V84-QUEST-SWEEP settled it: autoAccept + medalCategory 3, and its sole start requirement is possession of 1142170, which nothing grants because a GM handed it out.
1142198	Confused Evan	Accessory	Character.wz/Accessory/01142198.img	questreward(28355 end 2010050600 - all expired)	equip_accessory	PARITY_GAP	
1142199	Beginner Evan	Accessory	Character.wz/Accessory/01142199.img	questreward(28356 end 2010050600 - all expired)	equip_accessory	PARITY_GAP	
1142200	Confident Evan	Accessory	Character.wz/Accessory/01142200.img	questreward(28357 end 2010050600 - all expired)	equip_accessory	PARITY_GAP	
1142201	Elite Evan	Accessory	Character.wz/Accessory/01142201.img	questreward(28358 end 2010050600 - all expired)	equip_accessory	PARITY_GAP	
1142202	Trailblazer Evan	Accessory	Character.wz/Accessory/01142202.img	questreward(28359 end 2010050600 - all expired)	equip_accessory	PARITY_GAP	
1142203	Eternal Trailblazer Evan	Accessory	Character.wz/Accessory/01142203.img	questreward(28360 end 2010050600 - all expired)	equip_accessory	PARITY_GAP	
1302132	Pig Herding Stick	Weapon	Character.wz/Weapon/01302132.img		equip_weapon	PARITY_GAP	
1302900	One Shot Kill Sword	Weapon	Character.wz/Weapon/01302900.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302901	Knock Down Sword	Weapon	Character.wz/Weapon/01302901.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302902	Slow Sword	Weapon	Character.wz/Weapon/01302902.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302903	Poison Sword	Weapon	Character.wz/Weapon/01302903.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302904	Dark Sword	Weapon	Character.wz/Weapon/01302904.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302905	Seal Sword	Weapon	Character.wz/Weapon/01302905.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302906	Ice Sword	Weapon	Character.wz/Weapon/01302906.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302907	Reinforced Attribute Sword (F)	Weapon	Character.wz/Weapon/01302907.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302908	Boss Kill Sword	Weapon	Character.wz/Weapon/01302908.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302909	Recovery Sword	Weapon	Character.wz/Weapon/01302909.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302910	Sickly Sword	Weapon	Character.wz/Weapon/01302910.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302911	Critical Sword	Weapon	Character.wz/Weapon/01302911.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302912	Monster Death Sword	Weapon	Character.wz/Weapon/01302912.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302913	Reinforced Attribute Sword (I)	Weapon	Character.wz/Weapon/01302913.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302914	Reinforced Attribute Sword (S)	Weapon	Character.wz/Weapon/01302914.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302915	Reinforced Attribute Sword (H)	Weapon	Character.wz/Weapon/01302915.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1302916	Reinforced Attribute Sword (L)	Weapon	Character.wz/Weapon/01302916.img		equip_weapon	NO_SOURCE_IN_V84	only=1 + tradeBlock=1 + price=1: GM/test item, handed out by command, not by content
1332100	Nageling	Weapon	Character.wz/Weapon/01332100.img		equip_weapon	CONTAINER_ONLY	container 2022654 | every container listed is itself unsourced
1372059	Neo Phoenix Wand	Weapon	Character.wz/Weapon/01372059.img		equip_weapon	PARITY_GAP	
1382092	Circle-Winded Staff	Weapon	Character.wz/Weapon/01382092.img		equip_weapon	CONTAINER_ONLY	container 5530027 | every container listed is itself unsourced
1402073	Askaron	Weapon	Character.wz/Weapon/01402073.img		equip_weapon	CONTAINER_ONLY	container 2022652 | every container listed is itself unsourced
1402074	Neo Heaven's Gate	Weapon	Character.wz/Weapon/01402074.img		equip_weapon	PARITY_GAP	
1432066	Bellum Spear	Weapon	Character.wz/Weapon/01432066.img		equip_weapon	CONTAINER_ONLY	container 2022652 | every container listed is itself unsourced
1442090	Machlear	Weapon	Character.wz/Weapon/01442090.img		equip_weapon	CONTAINER_ONLY	container 2022652 | every container listed is itself unsourced
1442091	Neo Eclipse	Weapon	Character.wz/Weapon/01442091.img		equip_weapon	PARITY_GAP	
1452090	Neo Dark Arund	Weapon	Character.wz/Weapon/01452090.img		equip_weapon	PARITY_GAP	
1462076	Inferna	Weapon	Character.wz/Weapon/01462076.img		equip_weapon	CONTAINER_ONLY	container 2022655 | every container listed is itself unsourced
1472101	Neo Black Mamba	Weapon	Character.wz/Weapon/01472101.img		equip_weapon	PARITY_GAP	
1482051	Crusio	Weapon	Character.wz/Weapon/01482051.img		equip_weapon	CONTAINER_ONLY	container 2022656 | every container listed is itself unsourced
1482052	Neo Steel Renault	Weapon	Character.wz/Weapon/01482052.img		equip_weapon	PARITY_GAP	
1702248		Weapon	Character.wz/Weapon/01702248.img		equip_weapon	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1702253	Bunny Umbrella	Weapon	Character.wz/Weapon/01702253.img		equip_weapon	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1702254		Weapon	Character.wz/Weapon/01702254.img		equip_weapon	NO_SOURCE_IN_V84	info/cash=1 but NO row in Etc.wz/Commodity.img - v84 ships the art and lists no way to buy it
1702262	Green Leaf Guards	Weapon	Character.wz/Weapon/01702262.img	cashshop(SN 20800311 OnSale=0)	equip_weapon	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 20800311 is inside a CashPackage.img package
1702264	Strawberry Basket	Weapon	Character.wz/Weapon/01702264.img	cashshop(SN 20800312 OnSale=0)	equip_weapon	CASH_ONLY	Commodity.img row exists with OnSale=0 - v84 shipped it switched off but its SN 20800312 is inside a CashPackage.img package
1932006		TamingMob	Character.wz/TamingMob/01932006.img		mount	PARITY_GAP	mount saddle, not loot. v84 grants a mount through the coupon spec/script (Item.wz/Consume/0243.img/<coupon>/spec/script = consume_2430073 and friends) and none of those script files exists - V84-OPEN-ITEMS section 4, ticket 05. The fix is a script, not a drop row.
1932007		TamingMob	Character.wz/TamingMob/01932007.img		mount	PARITY_GAP	mount saddle, not loot. v84 grants a mount through the coupon spec/script (Item.wz/Consume/0243.img/<coupon>/spec/script = consume_2430073 and friends) and none of those script files exists - V84-OPEN-ITEMS section 4, ticket 05. The fix is a script, not a drop row.
1932008		TamingMob	Character.wz/TamingMob/01932008.img		mount	PARITY_GAP	mount saddle, not loot. v84 grants a mount through the coupon spec/script (Item.wz/Consume/0243.img/<coupon>/spec/script = consume_2430073 and friends) and none of those script files exists - V84-OPEN-ITEMS section 4, ticket 05. The fix is a script, not a drop row.
1932009		TamingMob	Character.wz/TamingMob/01932009.img		mount	PARITY_GAP	mount saddle, not loot. v84 grants a mount through the coupon spec/script (Item.wz/Consume/0243.img/<coupon>/spec/script = consume_2430073 and friends) and none of those script files exists - V84-OPEN-ITEMS section 4, ticket 05. The fix is a script, not a drop row.
1932011		TamingMob	Character.wz/TamingMob/01932011.img		mount	PARITY_GAP	mount saddle, not loot. v84 grants a mount through the coupon spec/script (Item.wz/Consume/0243.img/<coupon>/spec/script = consume_2430073 and friends) and none of those script files exists - V84-OPEN-ITEMS section 4, ticket 05. The fix is a script, not a drop row.
1932018		TamingMob	Character.wz/TamingMob/01932018.img		mount	PARITY_GAP	mount saddle, not loot. v84 grants a mount through the coupon spec/script (Item.wz/Consume/0243.img/<coupon>/spec/script = consume_2430073 and friends) and none of those script files exists - V84-OPEN-ITEMS section 4, ticket 05. The fix is a script, not a drop row.
1932019		TamingMob	Character.wz/TamingMob/01932019.img		mount	PARITY_GAP	mount saddle, not loot. v84 grants a mount through the coupon spec/script (Item.wz/Consume/0243.img/<coupon>/spec/script = consume_2430073 and friends) and none of those script files exists - V84-OPEN-ITEMS section 4, ticket 05. The fix is a script, not a drop row.
1932020		TamingMob	Character.wz/TamingMob/01932020.img		mount	PARITY_GAP	mount saddle, not loot. v84 grants a mount through the coupon spec/script (Item.wz/Consume/0243.img/<coupon>/spec/script = consume_2430073 and friends) and none of those script files exists - V84-OPEN-ITEMS section 4, ticket 05. The fix is a script, not a drop row.
2001500	Red Potion	Consume	Item.wz/Consume/0200.img/02001500		consume	CONTAINER_ONLY	container 2022657 | every container listed is itself unsourced
2001501	Orange Potion	Consume	Item.wz/Consume/0200.img/02001501		consume	CONTAINER_ONLY	container 2022657 | every container listed is itself unsourced
2001502	White Potion	Consume	Item.wz/Consume/0200.img/02001502		consume	CONTAINER_ONLY	container 2022657 | every container listed is itself unsourced
2001503	Blue Potion	Consume	Item.wz/Consume/0200.img/02001503		consume	CONTAINER_ONLY	container 2022657 | every container listed is itself unsourced
2001504	Elixir	Consume	Item.wz/Consume/0200.img/02001504		consume	CONTAINER_ONLY	container 2022659 | every container listed is itself unsourced
2001505	Power Elixir	Consume	Item.wz/Consume/0200.img/02001505		consume	CONTAINER_ONLY	container 2022659 | every container listed is itself unsourced
2001506	Mana Elixir	Consume	Item.wz/Consume/0200.img/02001506		consume	PARITY_GAP	
2001507	Red Pill	Consume	Item.wz/Consume/0200.img/02001507		consume	PARITY_GAP	
2001508	Orange Pill	Consume	Item.wz/Consume/0200.img/02001508		consume	CONTAINER_ONLY	container 2022657 | every container listed is itself unsourced
2001509	White Pill	Consume	Item.wz/Consume/0200.img/02001509		consume	CONTAINER_ONLY	container 2022657 | every container listed is itself unsourced
2001510	Blue Pill	Consume	Item.wz/Consume/0200.img/02001510		consume	CONTAINER_ONLY	container 2022657 | every container listed is itself unsourced
2001511	Mana Elixir Pill	Consume	Item.wz/Consume/0200.img/02001511		consume	CONTAINER_ONLY	container 2022657 | every container listed is itself unsourced
2001512	Watermelon	Consume	Item.wz/Consume/0200.img/02001512		consume	CONTAINER_ONLY	container 2022658,2022659 | every container listed is itself unsourced
2001513	Ice Cream Pop	Consume	Item.wz/Consume/0200.img/02001513		consume	CONTAINER_ONLY	container 2022658,2022659 | every container listed is itself unsourced
2001514	Red Bean Sundae	Consume	Item.wz/Consume/0200.img/02001514		consume	CONTAINER_ONLY	container 2022658,2022659 | every container listed is itself unsourced
2001515	Dexterity Potion	Consume	Item.wz/Consume/0200.img/02001515		consume	CONTAINER_ONLY	container 2022658 | every container listed is itself unsourced
2001516	Speed Potion	Consume	Item.wz/Consume/0200.img/02001516		consume	CONTAINER_ONLY	container 2022658 | every container listed is itself unsourced
2001517	Magic Potion	Consume	Item.wz/Consume/0200.img/02001517		consume	CONTAINER_ONLY	container 2022658 | every container listed is itself unsourced
2001518	Wizard Potion	Consume	Item.wz/Consume/0200.img/02001518		consume	CONTAINER_ONLY	container 2022658 | every container listed is itself unsourced
2001519	Warrior Potion	Consume	Item.wz/Consume/0200.img/02001519		consume	CONTAINER_ONLY	container 2022658 | every container listed is itself unsourced
2001520	Sniper Potion	Consume	Item.wz/Consume/0200.img/02001520		consume	CONTAINER_ONLY	container 2022658 | every container listed is itself unsourced
2001521	Warrior Pill	Consume	Item.wz/Consume/0200.img/02001521		consume	PARITY_GAP	
2001522	Magic Pill	Consume	Item.wz/Consume/0200.img/02001522		consume	PARITY_GAP	
2001523	Sniper Pill	Consume	Item.wz/Consume/0200.img/02001523		consume	PARITY_GAP	
2001524	Dexterity Pill	Consume	Item.wz/Consume/0200.img/02001524		consume	PARITY_GAP	
2001525	Speed Pill	Consume	Item.wz/Consume/0200.img/02001525		consume	PARITY_GAP	
2020033	Gingerbread Man Cookie	Consume	Item.wz/Consume/0202.img/02020033		consume	PARITY_GAP	
2020034	Gingerbread Woman Cookie	Consume	Item.wz/Consume/0202.img/02020034		consume	PARITY_GAP	
2020035	Candy Cane	Consume	Item.wz/Consume/0202.img/02020035		consume	PARITY_GAP	
